question,instruction,answer
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 8390),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 8390)"
How does Estella influence Pip's ambitions? (context version 1971),Answer the following question based on the context.,Estella’s beauty and scorn awaken Pip’s desire to become a gentleman. He mistakenly believes that improving his social status will win her affection. (variation 1971)
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 11303),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 11303)"
How does Mr. Darcy demonstrate his change of character to Elizabeth? (context version 4019),Answer the following question based on the context.,"Mr. Darcy shows his change by helping Lydia Bennet’s family and by treating Elizabeth and her relatives with humility and respect, countering her earlier perception of him. (variation 4019)"
Who is Alyona Ivanovna? (context version 10344),Answer the following question based on the context.,Alyona Ivanovna is a suspicious and miserly old pawnbroker whom Raskolnikov visits under the pretense of pawning items. (variation 10344)
How does Mr. Darcy demonstrate his change of character to Elizabeth? (context version 3688),Answer the following question based on the context.,"Mr. Darcy shows his change by helping Lydia Bennet’s family and by treating Elizabeth and her relatives with humility and respect, countering her earlier perception of him. (variation 3688)"
How does Mr. Darcy demonstrate his change of character to Elizabeth? (context version 1998),Answer the following question based on the context.,"Mr. Darcy shows his change by helping Lydia Bennet’s family and by treating Elizabeth and her relatives with humility and respect, countering her earlier perception of him. (variation 1998)"
What is the significance of the letter Raskolnikov receives from his mother? (context version 4034),Answer the following question based on the context.,"The letter reveals the sacrifices his family is making for him and introduces the engagement of his sister, which troubles Raskolnikov deeply and contributes to his inner turmoil. (variation 4034)"
Why does Raskolnikov avoid his landlady? (context version 11247),Answer the following question based on the context.,He avoids his landlady because he is hopelessly in debt to her and dreads her demands for payment and trivial conversations. (variation 11247)
Why does Raskolnikov isolate himself from society in the early chapters? (context version 1249),Answer the following question based on the context.,"Raskolnikov isolates himself due to his poverty, pride, and a growing sense of alienation from the world around him. He is tormented by his theories and moral dilemmas, which distance him from others. (variation 1249)"
What is the significance of the letter Raskolnikov receives from his mother? (context version 2193),Answer the following question based on the context.,"The letter reveals the sacrifices his family is making for him and introduces the engagement of his sister, which troubles Raskolnikov deeply and contributes to his inner turmoil. (variation 2193)"
How does Mr. Darcy demonstrate his change of character to Elizabeth? (context version 2713),Answer the following question based on the context.,"Mr. Darcy shows his change by helping Lydia Bennet’s family and by treating Elizabeth and her relatives with humility and respect, countering her earlier perception of him. (variation 2713)"
What internal conflict does Raskolnikov experience as he walks to the old woman's house? (context version 9185),Answer the following question based on the context.,"Raskolnikov struggles with fear and self-loathing, questioning whether he is capable of committing a crime he has been contemplating and feeling disgusted with himself for even considering it. (variation 9185)"
What is the significance of the letter Raskolnikov receives from his mother? (context version 2191),Answer the following question based on the context.,"The letter reveals the sacrifices his family is making for him and introduces the engagement of his sister, which troubles Raskolnikov deeply and contributes to his inner turmoil. (variation 2191)"
How does Lucy's illness progress after being bitten by Dracula? (context version 4671),Answer the following question based on the context.,"Lucy's health deteriorates rapidly; she suffers from severe anemia, sleepwalking, and lethargy, despite several blood transfusions. Eventually, she dies and becomes a vampire. (variation 4671)"
Why does the creature become violent? (context version 5143),Answer the following question based on the context.,The creature becomes violent after repeated rejection and abuse from humans. His loneliness and Victor's abandonment fuel his desire for revenge. (variation 5143)
What is Elizabeth Bennet’s first impression of Mr. Darcy? (context version 5985),Answer the following question based on the context.,"Elizabeth initially finds Mr. Darcy arrogant and prideful, particularly after he refuses to dance with her and makes dismissive remarks. (variation 5985)"
Why does Jonathan Harker travel to Transylvania? (context version 6566),Answer the following question based on the context.,"Jonathan Harker travels to Transylvania to assist Count Dracula with a real estate transaction in England, acting as his solicitor. (variation 6566)"
Who is Alyona Ivanovna? (context version 7805),Answer the following question based on the context.,Alyona Ivanovna is a suspicious and miserly old pawnbroker whom Raskolnikov visits under the pretense of pawning items. (variation 7805)
Why does the creature become violent? (context version 6944),Answer the following question based on the context.,The creature becomes violent after repeated rejection and abuse from humans. His loneliness and Victor's abandonment fuel his desire for revenge. (variation 6944)
Who is Alyona Ivanovna? (context version 11790),Answer the following question based on the context.,Alyona Ivanovna is a suspicious and miserly old pawnbroker whom Raskolnikov visits under the pretense of pawning items. (variation 11790)
What internal conflict does Raskolnikov experience as he walks to the old woman's house? (context version 9511),Answer the following question based on the context.,"Raskolnikov struggles with fear and self-loathing, questioning whether he is capable of committing a crime he has been contemplating and feeling disgusted with himself for even considering it. (variation 9511)"
What internal conflict does Raskolnikov experience as he walks to the old woman's house? (context version 10056),Answer the following question based on the context.,"Raskolnikov struggles with fear and self-loathing, questioning whether he is capable of committing a crime he has been contemplating and feeling disgusted with himself for even considering it. (variation 10056)"
Who is Alyona Ivanovna? (context version 10536),Answer the following question based on the context.,Alyona Ivanovna is a suspicious and miserly old pawnbroker whom Raskolnikov visits under the pretense of pawning items. (variation 10536)
Why does Raskolnikov avoid his landlady? (context version 10642),Answer the following question based on the context.,He avoids his landlady because he is hopelessly in debt to her and dreads her demands for payment and trivial conversations. (variation 10642)
Why does Pip feel ashamed of Joe after visiting Miss Havisham? (context version 2137),Answer the following question based on the context.,"Pip begins to feel ashamed of Joe’s coarse manners and low social status, especially after being exposed to the wealth and refinement of Miss Havisham’s home. (variation 2137)"
What is the significance of the letter Raskolnikov receives from his mother? (context version 1066),Answer the following question based on the context.,"The letter reveals the sacrifices his family is making for him and introduces the engagement of his sister, which troubles Raskolnikov deeply and contributes to his inner turmoil. (variation 1066)"
What is the significance of the letter Raskolnikov receives from his mother? (context version 601),Answer the following question based on the context.,"The letter reveals the sacrifices his family is making for him and introduces the engagement of his sister, which troubles Raskolnikov deeply and contributes to his inner turmoil. (variation 601)"
What is Elizabeth Bennet’s first impression of Mr. Darcy? (context version 4228),Answer the following question based on the context.,"Elizabeth initially finds Mr. Darcy arrogant and prideful, particularly after he refuses to dance with her and makes dismissive remarks. (variation 4228)"
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 10814),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 10814)"
Who is Alyona Ivanovna? (context version 7578),Answer the following question based on the context.,Alyona Ivanovna is a suspicious and miserly old pawnbroker whom Raskolnikov visits under the pretense of pawning items. (variation 7578)
Why does Pip feel ashamed of Joe after visiting Miss Havisham? (context version 78),Answer the following question based on the context.,"Pip begins to feel ashamed of Joe’s coarse manners and low social status, especially after being exposed to the wealth and refinement of Miss Havisham’s home. (variation 78)"
Where does Raskolnikov live at the beginning of the story? (context version 7547),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 7547)"
What is the significance of the letter Raskolnikov receives from his mother? (context version 2899),Answer the following question based on the context.,"The letter reveals the sacrifices his family is making for him and introduces the engagement of his sister, which troubles Raskolnikov deeply and contributes to his inner turmoil. (variation 2899)"
Why does Jonathan Harker travel to Transylvania? (context version 4821),Answer the following question based on the context.,"Jonathan Harker travels to Transylvania to assist Count Dracula with a real estate transaction in England, acting as his solicitor. (variation 4821)"
Where does Raskolnikov live at the beginning of the story? (context version 9507),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 9507)"
Where does Raskolnikov live at the beginning of the story? (context version 12098),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 12098)"
Why does Raskolnikov isolate himself from society in the early chapters? (context version 6414),Answer the following question based on the context.,"Raskolnikov isolates himself due to his poverty, pride, and a growing sense of alienation from the world around him. He is tormented by his theories and moral dilemmas, which distance him from others. (variation 6414)"
What internal conflict does Raskolnikov experience as he walks to the old woman's house? (context version 9445),Answer the following question based on the context.,"Raskolnikov struggles with fear and self-loathing, questioning whether he is capable of committing a crime he has been contemplating and feeling disgusted with himself for even considering it. (variation 9445)"
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 9065),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 9065)"
Why does Raskolnikov avoid his landlady? (context version 8008),Answer the following question based on the context.,He avoids his landlady because he is hopelessly in debt to her and dreads her demands for payment and trivial conversations. (variation 8008)
What motivates Victor Frankenstein to create life? (context version 5469),Answer the following question based on the context.,"Victor is driven by a thirst for knowledge and glory. He becomes obsessed with uncovering the secrets of life and overcoming death, believing he can benefit humanity. (variation 5469)"
How does Lucy's illness progress after being bitten by Dracula? (context version 5952),Answer the following question based on the context.,"Lucy's health deteriorates rapidly; she suffers from severe anemia, sleepwalking, and lethargy, despite several blood transfusions. Eventually, she dies and becomes a vampire. (variation 5952)"
What motivates Raskolnikov's idea to commit a crime against Alyona Ivanovna? (context version 12700),Answer the following question based on the context.,"Raskolnikov believes that by killing Alyona Ivanovna, a 'useless' and 'harmful' person, he can free himself and others from her exploitation and use her wealth for good purposes. (variation 12700)"
Where does Raskolnikov live at the beginning of the story? (context version 11158),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 11158)"
Why does Raskolnikov isolate himself from society in the early chapters? (context version 3392),Answer the following question based on the context.,"Raskolnikov isolates himself due to his poverty, pride, and a growing sense of alienation from the world around him. He is tormented by his theories and moral dilemmas, which distance him from others. (variation 3392)"
How does Estella influence Pip's ambitions? (context version 5416),Answer the following question based on the context.,Estella’s beauty and scorn awaken Pip’s desire to become a gentleman. He mistakenly believes that improving his social status will win her affection. (variation 5416)
How does Estella influence Pip's ambitions? (context version 2561),Answer the following question based on the context.,Estella’s beauty and scorn awaken Pip’s desire to become a gentleman. He mistakenly believes that improving his social status will win her affection. (variation 2561)
Where does Raskolnikov live at the beginning of the story? (context version 12859),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 12859)"
Why does Raskolnikov avoid his landlady? (context version 8163),Answer the following question based on the context.,He avoids his landlady because he is hopelessly in debt to her and dreads her demands for payment and trivial conversations. (variation 8163)
Why does Jonathan Harker travel to Transylvania? (context version 2636),Answer the following question based on the context.,"Jonathan Harker travels to Transylvania to assist Count Dracula with a real estate transaction in England, acting as his solicitor. (variation 2636)"
What is the significance of the letter Raskolnikov receives from his mother? (context version 5257),Answer the following question based on the context.,"The letter reveals the sacrifices his family is making for him and introduces the engagement of his sister, which troubles Raskolnikov deeply and contributes to his inner turmoil. (variation 5257)"
How does Lucy's illness progress after being bitten by Dracula? (context version 3531),Answer the following question based on the context.,"Lucy's health deteriorates rapidly; she suffers from severe anemia, sleepwalking, and lethargy, despite several blood transfusions. Eventually, she dies and becomes a vampire. (variation 3531)"
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 8568),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 8568)"
How does Mr. Darcy demonstrate his change of character to Elizabeth? (context version 1909),Answer the following question based on the context.,"Mr. Darcy shows his change by helping Lydia Bennet’s family and by treating Elizabeth and her relatives with humility and respect, countering her earlier perception of him. (variation 1909)"
What internal conflict does Raskolnikov experience as he walks to the old woman's house? (context version 12367),Answer the following question based on the context.,"Raskolnikov struggles with fear and self-loathing, questioning whether he is capable of committing a crime he has been contemplating and feeling disgusted with himself for even considering it. (variation 12367)"
What motivates Victor Frankenstein to create life? (context version 236),Answer the following question based on the context.,"Victor is driven by a thirst for knowledge and glory. He becomes obsessed with uncovering the secrets of life and overcoming death, believing he can benefit humanity. (variation 236)"
How does Lucy's illness progress after being bitten by Dracula? (context version 1605),Answer the following question based on the context.,"Lucy's health deteriorates rapidly; she suffers from severe anemia, sleepwalking, and lethargy, despite several blood transfusions. Eventually, she dies and becomes a vampire. (variation 1605)"
What motivates Raskolnikov's idea to commit a crime against Alyona Ivanovna? (context version 7985),Answer the following question based on the context.,"Raskolnikov believes that by killing Alyona Ivanovna, a 'useless' and 'harmful' person, he can free himself and others from her exploitation and use her wealth for good purposes. (variation 7985)"
Why does Raskolnikov avoid his landlady? (context version 9311),Answer the following question based on the context.,He avoids his landlady because he is hopelessly in debt to her and dreads her demands for payment and trivial conversations. (variation 9311)
Who is Alyona Ivanovna? (context version 11870),Answer the following question based on the context.,Alyona Ivanovna is a suspicious and miserly old pawnbroker whom Raskolnikov visits under the pretense of pawning items. (variation 11870)
Why does Raskolnikov isolate himself from society in the early chapters? (context version 3491),Answer the following question based on the context.,"Raskolnikov isolates himself due to his poverty, pride, and a growing sense of alienation from the world around him. He is tormented by his theories and moral dilemmas, which distance him from others. (variation 3491)"
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 12808),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 12808)"
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 11151),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 11151)"
How does Estella influence Pip's ambitions? (context version 1995),Answer the following question based on the context.,Estella’s beauty and scorn awaken Pip’s desire to become a gentleman. He mistakenly believes that improving his social status will win her affection. (variation 1995)
How does Estella influence Pip's ambitions? (context version 2825),Answer the following question based on the context.,Estella’s beauty and scorn awaken Pip’s desire to become a gentleman. He mistakenly believes that improving his social status will win her affection. (variation 2825)
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 12076),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 12076)"
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 10569),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 10569)"
What motivates Victor Frankenstein to create life? (context version 1343),Answer the following question based on the context.,"Victor is driven by a thirst for knowledge and glory. He becomes obsessed with uncovering the secrets of life and overcoming death, believing he can benefit humanity. (variation 1343)"
Why does Raskolnikov avoid his landlady? (context version 8513),Answer the following question based on the context.,He avoids his landlady because he is hopelessly in debt to her and dreads her demands for payment and trivial conversations. (variation 8513)
What is the significance of the letter Raskolnikov receives from his mother? (context version 1620),Answer the following question based on the context.,"The letter reveals the sacrifices his family is making for him and introduces the engagement of his sister, which troubles Raskolnikov deeply and contributes to his inner turmoil. (variation 1620)"
What is the significance of the letter Raskolnikov receives from his mother? (context version 5288),Answer the following question based on the context.,"The letter reveals the sacrifices his family is making for him and introduces the engagement of his sister, which troubles Raskolnikov deeply and contributes to his inner turmoil. (variation 5288)"
What motivates Victor Frankenstein to create life? (context version 2061),Answer the following question based on the context.,"Victor is driven by a thirst for knowledge and glory. He becomes obsessed with uncovering the secrets of life and overcoming death, believing he can benefit humanity. (variation 2061)"
Where does Raskolnikov live at the beginning of the story? (context version 12940),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 12940)"
Why does the creature become violent? (context version 2220),Answer the following question based on the context.,The creature becomes violent after repeated rejection and abuse from humans. His loneliness and Victor's abandonment fuel his desire for revenge. (variation 2220)
Why does Raskolnikov avoid his landlady? (context version 9866),Answer the following question based on the context.,He avoids his landlady because he is hopelessly in debt to her and dreads her demands for payment and trivial conversations. (variation 9866)
What is the significance of the letter Raskolnikov receives from his mother? (context version 6039),Answer the following question based on the context.,"The letter reveals the sacrifices his family is making for him and introduces the engagement of his sister, which troubles Raskolnikov deeply and contributes to his inner turmoil. (variation 6039)"
Why does Raskolnikov isolate himself from society in the early chapters? (context version 261),Answer the following question based on the context.,"Raskolnikov isolates himself due to his poverty, pride, and a growing sense of alienation from the world around him. He is tormented by his theories and moral dilemmas, which distance him from others. (variation 261)"
Where does Raskolnikov live at the beginning of the story? (context version 12178),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 12178)"
Where does Raskolnikov live at the beginning of the story? (context version 10232),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 10232)"
Why does Raskolnikov avoid his landlady? (context version 9094),Answer the following question based on the context.,He avoids his landlady because he is hopelessly in debt to her and dreads her demands for payment and trivial conversations. (variation 9094)
What motivates Victor Frankenstein to create life? (context version 3745),Answer the following question based on the context.,"Victor is driven by a thirst for knowledge and glory. He becomes obsessed with uncovering the secrets of life and overcoming death, believing he can benefit humanity. (variation 3745)"
What motivates Victor Frankenstein to create life? (context version 2027),Answer the following question based on the context.,"Victor is driven by a thirst for knowledge and glory. He becomes obsessed with uncovering the secrets of life and overcoming death, believing he can benefit humanity. (variation 2027)"
How does Estella influence Pip's ambitions? (context version 6989),Answer the following question based on the context.,Estella’s beauty and scorn awaken Pip’s desire to become a gentleman. He mistakenly believes that improving his social status will win her affection. (variation 6989)
Why does Jonathan Harker travel to Transylvania? (context version 4235),Answer the following question based on the context.,"Jonathan Harker travels to Transylvania to assist Count Dracula with a real estate transaction in England, acting as his solicitor. (variation 4235)"
How does Mr. Darcy demonstrate his change of character to Elizabeth? (context version 1918),Answer the following question based on the context.,"Mr. Darcy shows his change by helping Lydia Bennet’s family and by treating Elizabeth and her relatives with humility and respect, countering her earlier perception of him. (variation 1918)"
Why does the creature become violent? (context version 1829),Answer the following question based on the context.,The creature becomes violent after repeated rejection and abuse from humans. His loneliness and Victor's abandonment fuel his desire for revenge. (variation 1829)
Why does Raskolnikov avoid his landlady? (context version 9766),Answer the following question based on the context.,He avoids his landlady because he is hopelessly in debt to her and dreads her demands for payment and trivial conversations. (variation 9766)
How does Estella influence Pip's ambitions? (context version 6234),Answer the following question based on the context.,Estella’s beauty and scorn awaken Pip’s desire to become a gentleman. He mistakenly believes that improving his social status will win her affection. (variation 6234)
Where does Raskolnikov live at the beginning of the story? (context version 12139),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 12139)"
What motivates Victor Frankenstein to create life? (context version 6284),Answer the following question based on the context.,"Victor is driven by a thirst for knowledge and glory. He becomes obsessed with uncovering the secrets of life and overcoming death, believing he can benefit humanity. (variation 6284)"
Why does Raskolnikov isolate himself from society in the early chapters? (context version 4209),Answer the following question based on the context.,"Raskolnikov isolates himself due to his poverty, pride, and a growing sense of alienation from the world around him. He is tormented by his theories and moral dilemmas, which distance him from others. (variation 4209)"
How does Mr. Darcy demonstrate his change of character to Elizabeth? (context version 225),Answer the following question based on the context.,"Mr. Darcy shows his change by helping Lydia Bennet’s family and by treating Elizabeth and her relatives with humility and respect, countering her earlier perception of him. (variation 225)"
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 8916),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 8916)"
Why does Raskolnikov avoid his landlady? (context version 10003),Answer the following question based on the context.,He avoids his landlady because he is hopelessly in debt to her and dreads her demands for payment and trivial conversations. (variation 10003)
Why does Raskolnikov avoid his landlady? (context version 9334),Answer the following question based on the context.,He avoids his landlady because he is hopelessly in debt to her and dreads her demands for payment and trivial conversations. (variation 9334)
Why does Jonathan Harker travel to Transylvania? (context version 6470),Answer the following question based on the context.,"Jonathan Harker travels to Transylvania to assist Count Dracula with a real estate transaction in England, acting as his solicitor. (variation 6470)"
Who is Alyona Ivanovna? (context version 12240),Answer the following question based on the context.,Alyona Ivanovna is a suspicious and miserly old pawnbroker whom Raskolnikov visits under the pretense of pawning items. (variation 12240)
What internal conflict does Raskolnikov experience as he walks to the old woman's house? (context version 10955),Answer the following question based on the context.,"Raskolnikov struggles with fear and self-loathing, questioning whether he is capable of committing a crime he has been contemplating and feeling disgusted with himself for even considering it. (variation 10955)"
What motivates Victor Frankenstein to create life? (context version 847),Answer the following question based on the context.,"Victor is driven by a thirst for knowledge and glory. He becomes obsessed with uncovering the secrets of life and overcoming death, believing he can benefit humanity. (variation 847)"
Why does Jonathan Harker travel to Transylvania? (context version 4290),Answer the following question based on the context.,"Jonathan Harker travels to Transylvania to assist Count Dracula with a real estate transaction in England, acting as his solicitor. (variation 4290)"
Why does Jonathan Harker travel to Transylvania? (context version 5561),Answer the following question based on the context.,"Jonathan Harker travels to Transylvania to assist Count Dracula with a real estate transaction in England, acting as his solicitor. (variation 5561)"
How does Estella influence Pip's ambitions? (context version 2552),Answer the following question based on the context.,Estella’s beauty and scorn awaken Pip’s desire to become a gentleman. He mistakenly believes that improving his social status will win her affection. (variation 2552)
Who is Alyona Ivanovna? (context version 11121),Answer the following question based on the context.,Alyona Ivanovna is a suspicious and miserly old pawnbroker whom Raskolnikov visits under the pretense of pawning items. (variation 11121)
How does Mr. Darcy demonstrate his change of character to Elizabeth? (context version 118),Answer the following question based on the context.,"Mr. Darcy shows his change by helping Lydia Bennet’s family and by treating Elizabeth and her relatives with humility and respect, countering her earlier perception of him. (variation 118)"
What internal conflict does Raskolnikov experience as he walks to the old woman's house? (context version 8838),Answer the following question based on the context.,"Raskolnikov struggles with fear and self-loathing, questioning whether he is capable of committing a crime he has been contemplating and feeling disgusted with himself for even considering it. (variation 8838)"
Why does the creature become violent? (context version 5967),Answer the following question based on the context.,The creature becomes violent after repeated rejection and abuse from humans. His loneliness and Victor's abandonment fuel his desire for revenge. (variation 5967)
Where does Raskolnikov live at the beginning of the story? (context version 8196),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 8196)"
What internal conflict does Raskolnikov experience as he walks to the old woman's house? (context version 8660),Answer the following question based on the context.,"Raskolnikov struggles with fear and self-loathing, questioning whether he is capable of committing a crime he has been contemplating and feeling disgusted with himself for even considering it. (variation 8660)"
What motivates Raskolnikov's idea to commit a crime against Alyona Ivanovna? (context version 7490),Answer the following question based on the context.,"Raskolnikov believes that by killing Alyona Ivanovna, a 'useless' and 'harmful' person, he can free himself and others from her exploitation and use her wealth for good purposes. (variation 7490)"
How does Mr. Darcy demonstrate his change of character to Elizabeth? (context version 6),Answer the following question based on the context.,"Mr. Darcy shows his change by helping Lydia Bennet’s family and by treating Elizabeth and her relatives with humility and respect, countering her earlier perception of him. (variation 6)"
Why does Raskolnikov isolate himself from society in the early chapters? (context version 5343),Answer the following question based on the context.,"Raskolnikov isolates himself due to his poverty, pride, and a growing sense of alienation from the world around him. He is tormented by his theories and moral dilemmas, which distance him from others. (variation 5343)"
What internal conflict does Raskolnikov experience as he walks to the old woman's house? (context version 9112),Answer the following question based on the context.,"Raskolnikov struggles with fear and self-loathing, questioning whether he is capable of committing a crime he has been contemplating and feeling disgusted with himself for even considering it. (variation 9112)"
Where does Raskolnikov live at the beginning of the story? (context version 10788),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 10788)"
How does Mr. Darcy demonstrate his change of character to Elizabeth? (context version 4325),Answer the following question based on the context.,"Mr. Darcy shows his change by helping Lydia Bennet’s family and by treating Elizabeth and her relatives with humility and respect, countering her earlier perception of him. (variation 4325)"
What is Elizabeth Bennet’s first impression of Mr. Darcy? (context version 1064),Answer the following question based on the context.,"Elizabeth initially finds Mr. Darcy arrogant and prideful, particularly after he refuses to dance with her and makes dismissive remarks. (variation 1064)"
Why does Pip feel ashamed of Joe after visiting Miss Havisham? (context version 2591),Answer the following question based on the context.,"Pip begins to feel ashamed of Joe’s coarse manners and low social status, especially after being exposed to the wealth and refinement of Miss Havisham’s home. (variation 2591)"
Where does Raskolnikov live at the beginning of the story? (context version 8435),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 8435)"
What internal conflict does Raskolnikov experience as he walks to the old woman's house? (context version 9353),Answer the following question based on the context.,"Raskolnikov struggles with fear and self-loathing, questioning whether he is capable of committing a crime he has been contemplating and feeling disgusted with himself for even considering it. (variation 9353)"
Why does Raskolnikov avoid his landlady? (context version 11063),Answer the following question based on the context.,He avoids his landlady because he is hopelessly in debt to her and dreads her demands for payment and trivial conversations. (variation 11063)
What is the significance of the letter Raskolnikov receives from his mother? (context version 3736),Answer the following question based on the context.,"The letter reveals the sacrifices his family is making for him and introduces the engagement of his sister, which troubles Raskolnikov deeply and contributes to his inner turmoil. (variation 3736)"
Where does Raskolnikov live at the beginning of the story? (context version 10590),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 10590)"
How does Lucy's illness progress after being bitten by Dracula? (context version 3518),Answer the following question based on the context.,"Lucy's health deteriorates rapidly; she suffers from severe anemia, sleepwalking, and lethargy, despite several blood transfusions. Eventually, she dies and becomes a vampire. (variation 3518)"
Why does Jonathan Harker travel to Transylvania? (context version 6987),Answer the following question based on the context.,"Jonathan Harker travels to Transylvania to assist Count Dracula with a real estate transaction in England, acting as his solicitor. (variation 6987)"
Who is Alyona Ivanovna? (context version 11614),Answer the following question based on the context.,Alyona Ivanovna is a suspicious and miserly old pawnbroker whom Raskolnikov visits under the pretense of pawning items. (variation 11614)
What internal conflict does Raskolnikov experience as he walks to the old woman's house? (context version 10756),Answer the following question based on the context.,"Raskolnikov struggles with fear and self-loathing, questioning whether he is capable of committing a crime he has been contemplating and feeling disgusted with himself for even considering it. (variation 10756)"
How does Lucy's illness progress after being bitten by Dracula? (context version 6768),Answer the following question based on the context.,"Lucy's health deteriorates rapidly; she suffers from severe anemia, sleepwalking, and lethargy, despite several blood transfusions. Eventually, she dies and becomes a vampire. (variation 6768)"
How does Mr. Darcy demonstrate his change of character to Elizabeth? (context version 5623),Answer the following question based on the context.,"Mr. Darcy shows his change by helping Lydia Bennet’s family and by treating Elizabeth and her relatives with humility and respect, countering her earlier perception of him. (variation 5623)"
How does Estella influence Pip's ambitions? (context version 1606),Answer the following question based on the context.,Estella’s beauty and scorn awaken Pip’s desire to become a gentleman. He mistakenly believes that improving his social status will win her affection. (variation 1606)
What motivates Victor Frankenstein to create life? (context version 1734),Answer the following question based on the context.,"Victor is driven by a thirst for knowledge and glory. He becomes obsessed with uncovering the secrets of life and overcoming death, believing he can benefit humanity. (variation 1734)"
Where does Raskolnikov live at the beginning of the story? (context version 10517),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 10517)"
Why does Raskolnikov avoid his landlady? (context version 10902),Answer the following question based on the context.,He avoids his landlady because he is hopelessly in debt to her and dreads her demands for payment and trivial conversations. (variation 10902)
What motivates Raskolnikov's idea to commit a crime against Alyona Ivanovna? (context version 12149),Answer the following question based on the context.,"Raskolnikov believes that by killing Alyona Ivanovna, a 'useless' and 'harmful' person, he can free himself and others from her exploitation and use her wealth for good purposes. (variation 12149)"
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 9505),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 9505)"
Where does Raskolnikov live at the beginning of the story? (context version 11641),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 11641)"
Why does the creature become violent? (context version 3813),Answer the following question based on the context.,The creature becomes violent after repeated rejection and abuse from humans. His loneliness and Victor's abandonment fuel his desire for revenge. (variation 3813)
